Geography,Total Under 5 years,Total 5 to 9 years,Total 10 to 14 years,Total 15 to 29 years,Total 20 to 24 years,Total 25 to 29 years,Total 30 to 34 years,Total 35 to 39 years,Total 40 to 44 years,Total 45 to 49 years,Total 50 to 54 years,Total 55 to 59 years,Total 60 to 64 years,Total 65 to 69 years,Total 70 to 74 years,Total 75 to 79 years,Total 80 to 84 years,Total 85 years and over,Year,RegionName,State
0500000US51740,6617.0,4846.0,7029.0,5731.0,6908.0,7922.0,6771.0,6572.0,5297.0,5450.0,5630.0,6551.0,5395.0,4677.0,3409.0,2160.0,1713.0,1894.0,2017,Portsmouth city,Virginia
0500000US51760,13555.0,9967.0,11279.0,14627.0,20317.0,26489.0,22217.0,13974.0,12857.0,12107.0,13377.0,15046.0,12408.0,10908.0,6327.0,4654.0,3803.0,3120.0,2017,Richmond city,Virginia
0500000US51770,6902.0,6255.0,5144.0,4732.0,5441.0,7708.0,7620.0,6119.0,6829.0,6722.0,6228.0,6574.0,6696.0,6279.0,3860.0,2345.0,1592.0,2791.0,2017,Roanoke city,Virginia
0500000US51800,5870.0,6243.0,6306.0,5475.0,4493.0,6330.0,6744.0,6635.0,4524.0,6363.0,6701.0,4988.0,6779.0,4766.0,3211.0,1679.0,1222.0,1908.0,2017,Suffolk city,Virginia
0500000US51810,28874.0,28665.0,26543.0,25632.0,33317.0,38731.0,36285.0,31150.0,27230.0,27786.0,29463.0,26792.0,28432.0,20882.0,15769.0,10381.0,7300.0,7203.0,2017,Virginia Beach city,Virginia
0500000US53005,13935.0,16276.0,13660.0,13489.0,12182.0,13225.0,13664.0,12902.0,12137.0,12176.0,11210.0,13551.0,11155.0,9948.0,7251.0,5461.0,2775.0,3174.0,2017,Benton County,Washington
0500000US53007,4697.0,5412.0,4702.0,6630.0,3929.0,4404.0,3747.0,4035.0,4312.0,4558.0,4906.0,5388.0,5784.0,5356.0,3231.0,2416.0,1286.0,1740.0,2017,Chelan County,Washington
0500000US53009,3514.0,3943.0,3371.0,2608.0,4028.0,4052.0,3537.0,3666.0,3889.0,3512.0,4421.0,6390.0,6475.0,7089.0,5807.0,4358.0,3171.0,1643.0,2017,Clallam County,Washington
0500000US53011,29168.0,33303.0,32435.0,30938.0,26915.0,31881.0,30165.0,33063.0,30445.0,32860.0,31071.0,31312.0,30190.0,26441.0,18143.0,10174.0,6881.0,9258.0,2017,Clark County,Washington
0500000US53015,6232.0,5954.0,8019.0,6150.0,5831.0,6922.0,6504.0,7676.0,4108.0,7004.0,7634.0,7209.0,7945.0,6951.0,4904.0,2467.0,2719.0,2681.0,2017,Cowlitz County,Washington
0500000US53021,8129.0,7696.0,9241.0,6319.0,7110.0,6808.0,7485.0,7907.0,4767.0,5880.0,4207.0,4065.0,4016.0,3485.0,2166.0,953.0,1175.0,716.0,2017,Franklin County,Washington
0500000US53025,7272.0,8250.0,8237.0,6872.0,7141.0,6719.0,5732.0,6580.0,4557.0,6180.0,4520.0,5233.0,4721.0,3997.0,4327.0,2488.0,1467.0,865.0,2017,Grant County,Washington
0500000US53027,3917.0,4577.0,3888.0,4150.0,3260.0,4670.0,3951.0,4523.0,4096.0,4126.0,4877.0,4909.0,6606.0,6317.0,2940.0,1918.0,2206.0,1766.0,2017,Grays Harbor County,Washington
0500000US53029,4648.0,4670.0,3937.0,3129.0,5963.0,6695.0,5282.0,5052.0,3165.0,4643.0,4235.0,5197.0,6608.0,6186.0,6316.0,4265.0,1631.0,1537.0,2017,Island County,Washington
0500000US53033,128908.0,131651.0,115967.0,117479.0,131904.0,196612.0,194130.0,178644.0,148103.0,154398.0,141959.0,135319.0,129617.0,101130.0,70215.0,42347.0,32512.0,37754.0,2017,King County,Washington
0500000US53035,15341.0,15741.0,14533.0,15450.0,20475.0,20195.0,17206.0,18360.0,12267.0,15849.0,17000.0,18054.0,19528.0,17316.0,12681.0,6745.0,4866.0,4807.0,2017,Kitsap County,Washington
0500000US53041,4569.0,4708.0,4533.0,4842.0,3811.0,4614.0,3821.0,6580.0,3604.0,4429.0,4982.0,6087.0,5395.0,5844.0,3828.0,3411.0,1497.0,1645.0,2017,Lewis County,Washington
0500000US53053,59263.0,57691.0,56524.0,53441.0,59918.0,70544.0,66130.0,59028.0,54015.0,56051.0,56013.0,56865.0,53424.0,39509.0,32117.0,19598.0,13376.0,13257.0,2017,Pierce County,Washington
0500000US53057,7418.0,7483.0,8529.0,7154.0,7079.0,7383.0,7834.0,6891.0,7583.0,7268.0,7763.0,9055.0,8485.0,8759.0,6739.0,4388.0,2837.0,2971.0,2017,Skagit County,Washington
0500000US53061,50932.0,48168.0,53165.0,46291.0,47838.0,57082.0,60074.0,59740.0,53018.0,56489.0,56173.0,54397.0,54048.0,38661.0,25941.0,16538.0,11045.0,12033.0,2017,Snohomish County,Washington
0500000US53063,31210.0,29682.0,32420.0,33071.0,35548.0,38490.0,34520.0,33190.0,28691.0,31205.0,31559.0,34262.0,32918.0,28936.0,19267.0,13190.0,8629.0,9364.0,2017,Spokane County,Washington
0500000US53067,16564.0,16672.0,17729.0,16238.0,17254.0,20132.0,19109.0,18572.0,18977.0,17952.0,16869.0,19174.0,17534.0,17902.0,12455.0,7541.0,5522.0,4392.0,2017,Thurston County,Washington
0500000US53073,11918.0,11581.0,12403.0,16033.0,22225.0,15606.0,13601.0,12682.0,13749.0,13317.0,13215.0,14779.0,12552.0,12887.0,10452.0,6377.0,3988.0,4039.0,2017,Whatcom County,Washington
0500000US53077,20593.0,20113.0,21671.0,18778.0,17221.0,17350.0,16298.0,15180.0,13854.0,14324.0,14054.0,13785.0,13290.0,11184.0,8150.0,7226.0,2961.0,4161.0,2017,Yakima County,Washington
0500000US54003,6861.0,7188.0,8384.0,7231.0,7320.0,7241.0,7124.0,7797.0,8112.0,7653.0,8406.0,8608.0,6588.0,4979.0,5238.0,3016.0,1834.0,1340.0,2017,Berkeley County,West Virginia
0500000US54011,5775.0,5145.0,4955.0,5612.0,9736.0,6615.0,5782.0,5636.0,5327.0,5613.0,5353.0,6660.0,5216.0,5447.0,4878.0,3430.0,1657.0,2121.0,2017,Cabell County,West Virginia
0500000US54033,3806.0,3439.0,4837.0,3926.0,3585.0,3939.0,4106.0,4282.0,3914.0,4413.0,4546.0,4616.0,5164.0,4004.0,3601.0,2477.0,1513.0,1643.0,2017,Harrison County,West Virginia
0500000US54039,10042.0,11610.0,9324.0,10649.0,9174.0,11738.0,10567.0,10993.0,10907.0,11781.0,12162.0,11802.0,15743.0,12426.0,8789.0,6278.0,3917.0,5391.0,2017,Kanawha County,West Virginia
0500000US54061,5432.0,4526.0,4577.0,8763.0,16625.0,9639.0,7780.0,6506.0,5728.0,5649.0,5600.0,5784.0,5854.0,4596.0,2918.0,2298.0,1803.0,952.0,2017,Monongalia County,West Virginia
0500000US54081,4110.0,4304.0,4773.0,3531.0,4932.0,4528.0,4284.0,3968.0,5438.0,4694.0,4840.0,4372.0,6174.0,5495.0,3649.0,2460.0,2053.0,1417.0,2017,Raleigh County,West Virginia
0500000US54107,4881.0,4756.0,5628.0,5264.0,4119.0,4802.0,4538.0,5119.0,5155.0,5883.0,5822.0,5941.0,6462.0,4949.0,4663.0,2758.0,2107.0,2257.0,2017,Wood County,West Virginia
0500000US55009,17029.0,20529.0,15332.0,17111.0,17021.0,17000.0,18129.0,18002.0,15947.0,16312.0,17917.0,18483.0,15895.0,12494.0,9177.0,6740.0,4313.0,4621.0,2017,Brown County,Wisconsin
0500000US55025,30954.0,30393.0,31296.0,35187.0,58125.0,41287.0,39620.0,41098.0,30847.0,32227.0,31427.0,31855.0,30241.0,27314.0,16943.0,12767.0,7617.0,7218.0,2017,Dane County,Wisconsin
0500000US55027,3688.0,4914.0,5709.0,5064.0,4932.0,5378.0,5501.0,5228.0,5748.0,6185.0,6773.0,8000.0,5648.0,4355.0,4048.0,2383.0,2301.0,1931.0,2017,Dodge County,Wisconsin
0500000US55035,6498.0,5847.0,5104.0,8253.0,12520.0,7459.0,6306.0,7344.0,4225.0,5325.0,5782.0,7889.0,4898.0,5355.0,4343.0,3051.0,1246.0,2226.0,2017,Eau Claire County,Wisconsin
0500000US55039,5445.0,5609.0,7002.0,6143.0,6303.0,5646.0,6517.0,6328.0,5419.0,6322.0,7965.0,8774.0,6674.0,6302.0,4162.0,2962.0,2151.0,2824.0,2017,Fond du Lac County,Wisconsin
0500000US55055,4230.0,4531.0,5920.0,6602.0,4637.0,5258.0,4909.0,5332.0,5360.0,5816.0,6323.0,6942.0,5107.0,4963.0,3305.0,2810.0,888.0,1899.0,2017,Jefferson County,Wisconsin
0500000US55059,9799.0,10211.0,11758.0,13132.0,10815.0,10985.0,10823.0,10316.0,10277.0,12283.0,12427.0,12882.0,10122.0,7217.0,5989.0,4111.0,2321.0,3053.0,2017,Kenosha County,Wisconsin
0500000US55063,5740.0,5857.0,7887.0,9161.0,13785.0,7607.0,7086.0,8096.0,5615.0,6541.0,6853.0,7487.0,7927.0,6444.0,4082.0,3383.0,1652.0,3071.0,2017,La Crosse County,Wisconsin
0500000US55071,3834.0,3927.0,5837.0,4664.0,4154.0,4087.0,4326.0,4556.0,4554.0,4894.0,5881.0,5937.0,6809.0,5359.0,3404.0,2057.0,2264.0,2631.0,2017,Manitowoc County,Wisconsin
0500000US55073,8097.0,8984.0,8730.0,8151.0,7951.0,7946.0,8200.0,8817.0,7893.0,8540.0,9892.0,10689.0,8839.0,7750.0,5315.0,3532.0,3389.0,3017.0,2017,Marathon County,Wisconsin
0500000US55079,65420.0,63990.0,62477.0,63224.0,66171.0,82077.0,73152.0,68217.0,52928.0,56106.0,56850.0,59799.0,55593.0,44214.0,28872.0,17634.0,14873.0,20488.0,2017,Milwaukee County,Wisconsin
0500000US55087,12088.0,10598.0,13675.0,11999.0,11305.0,11643.0,12488.0,13108.0,11706.0,12104.0,13551.0,15020.0,10215.0,9039.0,6486.0,4289.0,3987.0,2758.0,2017,Outagamie County,Wisconsin
0500000US55089,4493.0,4451.0,6154.0,6024.0,5480.0,3722.0,4509.0,5178.0,4574.0,5713.0,7148.0,7852.0,5777.0,5455.0,4248.0,2578.0,2726.0,2347.0,2017,Ozaukee County,Wisconsin
0500000US55097,3733.0,2580.0,4706.0,5888.0,8656.0,4515.0,3865.0,3622.0,3936.0,3779.0,4478.0,4291.0,5042.0,3761.0,2981.0,2346.0,1116.0,1179.0,2017,Portage County,Wisconsin
0500000US55101,12128.0,10436.0,15030.0,12000.0,13596.0,10323.0,12232.0,11954.0,11116.0,12973.0,14215.0,16475.0,12129.0,10116.0,8295.0,5636.0,3627.0,3790.0,2017,Racine County,Wisconsin
0500000US55105,9719.0,11564.0,10041.0,11081.0,9576.0,10258.0,10167.0,9679.0,10026.0,10863.0,10757.0,10636.0,11993.0,7813.0,6944.0,4387.0,3152.0,3653.0,2017,Rock County,Wisconsin
0500000US55109,5159.0,5479.0,7698.0,6240.0,4726.0,4329.0,5208.0,5954.0,6285.0,6394.0,6821.0,6222.0,6125.0,4263.0,3111.0,1870.0,1518.0,1301.0,2017,St. Croix County,Wisconsin
0500000US55117,6112.0,6792.0,7954.0,7514.0,6988.0,5861.0,6947.0,6381.0,7911.0,6982.0,8571.0,8212.0,8836.0,7442.0,4088.0,2895.0,2476.0,3382.0,2017,Sheboygan County,Wisconsin
0500000US55127,5258.0,5674.0,6584.0,7473.0,9727.0,5640.0,5777.0,5010.0,5511.0,6940.0,7148.0,8242.0,6370.0,6313.0,4066.0,2835.0,2540.0,1974.0,2017,Walworth County,Wisconsin
0500000US55131,7504.0,7885.0,8889.0,8561.0,6938.0,6720.0,7528.0,8257.0,8018.0,9762.0,11298.0,11624.0,8803.0,8088.0,5223.0,3376.0,3190.0,3437.0,2017,Washington County,Wisconsin
0500000US55133,20613.0,24606.0,24862.0,26370.0,21389.0,19409.0,22615.0,25803.0,22934.0,26796.0,30176.0,31787.0,30038.0,25470.0,16753.0,12696.0,9815.0,8489.0,2017,Waukesha County,Wisconsin
0500000US55139,9668.0,9743.0,9930.0,11254.0,15324.0,11521.0,10627.0,10041.0,9788.0,10578.0,12376.0,12603.0,10198.0,9164.0,5761.0,5151.0,3202.0,3485.0,2017,Winnebago County,Wisconsin
0500000US55141,4238.0,4401.0,4437.0,4073.0,3632.0,3735.0,4503.0,4481.0,3994.0,4314.0,5391.0,6905.0,4323.0,4021.0,4022.0,2398.0,1949.0,2309.0,2017,Wood County,Wisconsin
0500000US56021,6073.0,6772.0,6325.0,5874.0,5837.0,8569.0,6323.0,6099.0,6724.0,5045.0,5835.0,7515.0,6168.0,4723.0,4381.0,2213.0,2200.0,1651.0,2017,Laramie County,Wyoming
0500000US56025,6436.0,5764.0,5175.0,4787.0,3904.0,5377.0,6281.0,5244.0,4880.0,4500.0,5037.0,5551.0,5285.0,4064.0,2608.0,1658.0,877.0,2119.0,2017,Natrona County,Wyoming
0500000US72013,3792.0,4690.0,4414.0,4983.0,6644.0,5791.0,4657.0,5509.0,5066.0,5798.0,5956.0,5620.0,5025.0,4398.0,5526.0,3768.0,2086.0,2343.0,2017,Arecibo Municipio,Puerto Rico
0500000US72021,7693.0,9081.0,9477.0,11434.0,12563.0,13327.0,11190.0,11591.0,9872.0,10706.0,11883.0,11869.0,11085.0,9310.0,9572.0,7923.0,5670.0,5319.0,2017,Bayamón Municipio,Puerto Rico
0500000US72025,5378.0,5961.0,8774.0,8602.0,8861.0,8594.0,7629.0,7787.0,8968.0,8613.0,8828.0,9278.0,6890.0,7250.0,6551.0,4125.0,4561.0,2954.0,2017,Caguas Municipio,Puerto Rico
0500000US72031,6660.0,7889.0,8418.0,10118.0,10774.0,10591.0,8239.0,10439.0,9014.0,10135.0,10382.0,10262.0,8088.0,10418.0,7238.0,8196.0,3418.0,4210.0,2017,Carolina Municipio,Puerto Rico
0500000US72061,3475.0,4617.0,3714.0,5819.0,5951.0,4778.0,5180.0,6585.0,5847.0,4073.0,6167.0,5481.0,6939.0,4988.0,4944.0,3722.0,1608.0,3440.0,2017,Guaynabo Municipio,Puerto Rico
0500000US72097,2974.0,3682.0,3885.0,6025.0,8393.0,4481.0,4002.0,3200.0,4032.0,3765.0,4241.0,3914.0,5279.0,3853.0,5338.0,3691.0,2342.0,2428.0,2017,Mayagüez Municipio,Puerto Rico
0500000US72113,6983.0,6381.0,9613.0,9514.0,10238.0,9767.0,8141.0,9056.0,7005.0,7982.0,8578.0,7962.0,10239.0,8859.0,7467.0,5243.0,3758.0,4073.0,2017,Ponce Municipio,Puerto Rico
0500000US72127,15136.0,18274.0,15780.0,21513.0,23189.0,22524.0,19592.0,18522.0,21486.0,20720.0,22488.0,24184.0,20023.0,20590.0,16918.0,14593.0,12325.0,9431.0,2017,San Juan Municipio,Puerto Rico
0500000US72135,3122.0,3605.0,5440.0,5995.0,4976.0,5371.0,4402.0,6676.0,3542.0,5450.0,5496.0,4890.0,4295.0,3227.0,3191.0,1954.0,1005.0,580.0,2017,Toa Alta Municipio,Puerto Rico
0500000US72137,3509.0,4009.0,4828.0,5130.0,5556.0,5532.0,4719.0,4611.0,5727.0,4937.0,5036.0,5049.0,4777.0,4079.0,4316.0,3156.0,2113.0,1008.0,2017,Toa Baja Municipio,Puerto Rico
0500000US72139,2751.0,2931.0,4937.0,4754.0,4333.0,4472.0,3899.0,5382.0,3547.0,4351.0,4692.0,4047.0,4298.0,4662.0,2436.0,2145.0,1865.0,1173.0,2017,Trujillo Alto Municipio,Puerto Rico
0500000US01003,5.2,6.5,6.3,6.5,5.0,6.0,5.9,5.7,5.5,6.2,7.6,7.1,7.1,6.7,4.8,3.5,2.6,1.9,2016,Baldwin County,Alabama
0500000US01015,5.3,6.4,6.0,7.1,7.0,7.0,5.8,7.2,5.0,6.7,6.4,6.5,7.1,5.8,4.0,3.2,1.6,1.9,2016,Calhoun County,Alabama
0500000US01043,5.9,5.6,6.3,6.1,6.3,6.9,5.6,6.3,5.9,6.2,7.3,6.7,6.5,6.2,4.9,3.0,2.6,1.5,2016,Cullman County,Alabama
0500000US01049,5.6,6.0,7.8,7.9,4.8,6.0,6.1,6.5,6.7,6.8,6.7,6.3,6.2,6.6,3.9,3.6,1.5,1.2,2016,DeKalb County,Alabama
0500000US01051,5.2,7.1,6.7,5.5,6.7,7.5,6.7,6.7,6.5,7.3,6.6,7.3,5.5,4.4,4.7,2.7,0.9,2.0,2016,Elmore County,Alabama
0500000US01055,5.4,5.8,6.5,7.0,6.1,5.9,5.3,6.5,5.5,7.3,6.9,8.7,5.2,6.9,4.0,3.3,2.1,1.9,2016,Etowah County,Alabama
0500000US01069,6.0,6.6,6.6,6.4,5.7,6.6,6.5,6.2,6.0,6.5,6.9,7.4,5.8,5.6,4.2,2.8,2.4,1.8,2016,Houston County,Alabama
0500000US01073,6.5,6.5,6.3,6.2,6.5,7.4,7.0,6.3,6.3,6.2,6.5,7.0,6.3,5.4,3.3,2.5,2.0,2.0,2016,Jefferson County,Alabama
0500000US01077,5.4,5.3,5.5,7.4,7.9,5.8,5.8,5.1,6.6,6.2,6.3,7.1,7.1,5.2,5.4,2.9,2.6,2.5,2016,Lauderdale County,Alabama
0500000US01081,5.8,6.6,5.5,8.7,13.7,8.3,6.4,6.6,4.7,6.5,5.9,5.7,4.5,4.6,2.4,2.2,0.9,1.0,2016,Lee County,Alabama
0500000US01083,5.1,5.8,7.3,7.5,5.3,6.1,7.5,6.6,6.6,7.7,7.4,6.9,5.6,4.4,4.7,1.8,1.6,2.0,2016,Limestone County,Alabama
0500000US01089,5.6,6.6,6.0,6.5,7.0,7.1,6.6,6.0,6.6,6.6,7.7,7.6,5.8,4.8,3.4,2.4,2.0,1.7,2016,Madison County,Alabama
0500000US01095,6.6,6.9,6.9,6.6,5.4,6.3,6.8,6.4,5.6,6.1,6.7,6.9,6.0,5.2,4.7,3.4,2.5,1.0,2016,Marshall County,Alabama
0500000US01097,6.5,6.5,6.5,6.6,6.7,7.4,6.5,6.4,5.6,6.1,6.7,6.8,6.4,5.5,3.7,2.5,1.8,1.8,2016,Mobile County,Alabama
0500000US01101,6.8,7.2,5.4,6.7,7.2,7.6,7.3,6.3,6.2,6.2,6.5,6.7,5.9,4.7,3.5,2.8,1.5,1.6,2016,Montgomery County,Alabama
0500000US01103,5.7,7.1,5.6,7.4,5.2,6.3,5.4,6.0,7.2,6.4,7.7,7.2,5.9,5.2,4.8,3.1,1.8,2.1,2016,Morgan County,Alabama
0500000US01115,6.0,5.7,7.1,5.6,5.8,6.5,6.6,6.3,6.3,7.6,7.2,7.1,5.9,5.7,3.9,3.2,1.8,1.7,2016,St. Clair County,Alabama
0500000US01117,5.9,6.0,7.6,6.8,5.3,6.2,6.2,7.1,7.7,7.1,7.2,6.6,6.2,4.9,3.8,2.3,1.5,1.6,2016,Shelby County,Alabama
0500000US01121,5.2,7.5,5.2,6.7,5.3,7.2,5.1,6.6,6.1,7.1,6.6,7.5,6.5,6.6,3.8,3.2,1.8,1.8,2016,Talladega County,Alabama
0500000US01125,6.0,5.8,5.8,8.6,11.7,8.7,6.3,6.8,5.3,5.5,5.7,5.7,5.8,4.6,3.0,1.7,1.4,1.8,2016,Tuscaloosa County,Alabama
0500000US01127,6.1,6.5,5.3,6.5,5.6,6.4,5.6,6.2,5.4,6.5,7.0,7.6,6.0,5.6,5.9,2.9,2.8,2.1,2016,Walker County,Alabama
0500000US02020,7.3,6.9,6.5,6.5,7.9,9.4,8.3,7.4,5.8,5.9,6.2,6.6,5.6,3.7,2.7,1.4,0.8,1.1,2016,Anchorage Municipality,Alaska
0500000US02090,7.1,7.6,6.3,6.4,11.8,9.6,8.1,6.4,5.0,4.8,6.5,6.7,5.0,4.1,2.0,1.1,0.9,0.4,2016,Fairbanks North Star Borough,Alaska
0500000US02170,7.0,7.6,8.0,7.1,6.9,6.6,7.6,6.3,6.6,6.2,6.7,7.7,5.6,4.5,2.6,1.7,0.7,0.8,2016,Matanuska-Susitna Borough,Alaska
0500000US04001,6.6,7.9,8.9,8.7,6.2,6.3,6.0,6.0,5.5,5.3,6.4,5.5,6.3,5.5,3.4,3.4,0.9,1.4,2016,Apache County,Arizona
0500000US04003,6.0,6.6,5.8,6.2,5.6,6.7,6.1,6.1,4.7,5.9,6.0,5.4,7.9,7.3,5.0,3.7,3.1,2.1,2016,Cochise County,Arizona
0500000US04005,5.4,5.4,6.1,12.3,12.7,6.6,5.6,5.0,5.8,5.3,6.0,6.4,5.6,4.6,2.9,2.1,0.9,1.3,2016,Coconino County,Arizona
0500000US04013,6.6,6.8,6.9,6.8,6.7,7.5,6.9,6.7,6.3,6.5,6.3,5.9,5.5,5.0,3.6,2.6,1.8,1.7,2016,Maricopa County,Arizona
0500000US04015,4.4,5.1,5.1,5.4,4.4,5.4,4.8,4.4,4.4,5.8,6.1,7.9,8.0,10.3,6.7,5.4,3.1,3.2,2016,Mohave County,Arizona
0500000US04017,7.1,8.0,7.7,7.4,5.5,6.8,6.2,5.7,4.7,5.4,5.8,6.6,6.4,4.8,5.3,3.1,2.0,1.4,2016,Navajo County,Arizona
0500000US04019,5.8,6.0,5.9,6.9,8.9,6.4,5.9,6.2,5.0,5.5,5.9,6.1,6.6,6.1,4.8,3.5,2.4,2.2,2016,Pima County,Arizona
0500000US04021,5.8,7.1,6.7,6.2,5.5,6.0,6.7,7.1,6.1,5.6,5.5,6.2,5.5,7.1,5.3,4.0,2.1,1.4,2016,Pinal County,Arizona
0500000US04025,3.7,5.2,4.7,5.9,4.2,4.5,4.1,4.7,3.9,5.4,6.1,7.4,10.2,9.5,8.3,6.0,3.0,3.1,2016,Yavapai County,Arizona
0500000US04027,7.3,7.8,6.3,7.0,8.5,6.9,6.4,5.2,5.7,5.4,5.2,4.7,5.0,5.2,4.3,4.2,3.1,1.6,2016,Yuma County,Arizona
0500000US05007,7.2,7.7,7.7,6.7,5.5,6.7,8.0,7.5,6.7,6.7,6.0,5.8,4.8,4.6,3.1,2.3,1.4,1.6,2016,Benton County,Arkansas
0500000US05031,6.5,8.2,5.7,9.4,6.5,8.0,6.5,6.8,6.2,5.4,6.1,6.0,5.1,5.9,2.1,1.5,2.3,1.8,2016,Craighead County,Arkansas
0500000US05045,6.1,6.4,7.1,8.3,11.1,7.1,7.0,7.3,5.4,6.1,5.8,5.6,4.8,4.6,2.7,1.9,1.4,1.4,2016,Faulkner County,Arkansas
0500000US05051,5.6,7.4,4.5,6.2,5.1,6.3,4.7,5.5,5.7,6.0,6.3,8.9,5.7,7.7,4.8,3.9,2.8,2.9,2016,Garland County,Arkansas
0500000US05069,6.0,5.1,7.4,7.0,7.6,6.3,5.3,6.6,5.5,5.9,6.9,7.5,6.6,5.1,4.4,3.0,1.7,2.1,2016,Jefferson County,Arkansas
0500000US05085,6.6,6.1,7.7,7.0,6.1,7.0,7.1,8.0,5.0,6.5,6.9,6.1,6.1,4.8,3.6,2.6,1.7,1.1,2016,Lonoke County,Arkansas
0500000US05119,6.6,7.5,5.7,6.2,6.6,7.5,7.1,6.5,5.9,6.5,6.5,6.5,6.6,5.0,3.6,2.4,1.7,1.7,2016,Pulaski County,Arkansas
0500000US05125,6.0,6.6,6.8,6.7,5.0,6.6,6.4,5.0,7.6,6.5,6.9,6.1,6.2,5.7,4.7,3.7,2.6,1.0,2016,Saline County,Arkansas
0500000US05131,6.3,7.1,6.4,6.9,5.9,7.2,6.5,6.6,6.0,6.2,7.1,7.2,5.4,5.5,3.8,2.5,1.5,1.8,2016,Sebastian County,Arkansas
0500000US05143,6.8,6.6,7.3,8.4,11.0,7.6,7.1,6.0,6.7,5.9,5.4,4.9,4.8,4.2,2.7,2.0,1.3,1.3,2016,Washington County,Arkansas
0500000US05145,6.9,6.0,6.9,8.2,7.4,7.3,6.0,7.8,4.0,6.0,6.8,5.9,5.4,5.8,3.2,2.8,1.9,1.9,2016,White County,Arkansas
0500000US06001,5.9,5.9,5.7,5.7,6.3,8.3,8.3,7.4,7.4,7.0,6.8,6.5,5.7,4.4,3.3,2.0,1.6,1.8,2016,Alameda County,California
0500000US06007,5.1,6.4,5.4,7.0,11.0,6.6,5.3,5.5,5.1,5.8,5.9,6.8,6.1,6.1,4.4,2.6,2.5,2.5,2016,Butte County,California
0500000US06013,5.8,6.5,6.7,6.4,6.0,6.3,6.4,6.6,6.7,7.2,7.4,6.9,6.2,5.3,3.5,2.4,1.9,2.0,2016,Contra Costa County,California
0500000US06017,4.6,6.3,5.4,6.4,5.0,4.7,4.8,5.4,5.9,7.2,7.7,9.4,8.0,7.2,4.7,2.5,2.0,2.8,2016,El Dorado County,California
0500000US06019,8.1,8.0,8.0,7.3,7.5,8.1,7.1,6.2,6.1,5.8,5.7,5.6,4.7,4.3,2.6,2.0,1.3,1.7,2016,Fresno County,California
0500000US06023,5.0,5.2,6.0,6.7,10.0,6.3,6.6,6.6,5.8,5.9,5.3,7.2,6.5,5.7,5.1,2.5,1.4,2.0,2016,Humboldt County,California
0500000US06025,8.3,7.7,7.8,7.9,7.8,7.4,7.0,6.0,5.9,5.7,5.5,5.2,5.0,3.7,3.3,2.6,1.4,1.8,2016,Imperial County,California
0500000US06029,8.0,8.3,8.2,7.4,7.9,8.0,7.4,6.6,5.9,5.8,5.8,5.8,4.6,3.8,2.5,1.6,1.2,1.2,2016,Kern County,California
0500000US06031,7.8,6.9,8.5,6.6,8.8,8.7,7.6,8.3,4.6,7.0,6.2,5.1,4.3,3.5,1.9,1.8,1.3,1.1,2016,Kings County,California
0500000US06033,5.3,6.2,6.0,5.4,2.9,5.7,4.0,8.7,4.0,6.4,5.9,9.1,7.0,8.4,6.1,4.2,1.9,3.0,2016,Lake County,California
0500000US06037,6.2,6.1,6.1,6.5,7.3,8.4,7.5,7.0,6.7,6.9,6.7,6.3,5.4,4.3,3.1,2.2,1.6,1.8,2016,Los Angeles County,California
0500000US06039,7.2,8.2,7.6,7.3,7.6,7.2,6.7,5.5,6.5,6.1,5.7,6.2,5.0,4.5,3.7,2.5,1.1,1.3,2016,Madera County,California
0500000US06041,4.9,5.7,6.3,5.6,4.5,3.9,4.4,6.3,6.7,7.7,8.0,7.9,7.4,7.1,5.2,3.3,2.2,2.9,2016,Marin County,California
